#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:uniprotOMP_muscle" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:uniprotOMP_muscle" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:uniprotOMP_muscle" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.uniprotOMP_muscle" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:uniprotOMP_muscle" name="distribution" x="@birthRate.t:uniprotOMP_muscle">
#            <Exponential id="Exponential.1" name="distr">
#                <parameter estimate="false" id="RealParameter.1" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#        <prior id="GammaShapePrior.s:uniprotOMP_muscle" name="distribution">
#            <parameter id="gammaShape.s:uniprotOMP_muscle" name="x" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@uniprotOMP_muscle" id="treeLikelihood.uniprotOMP_muscle" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:uniprotOMP_muscle">
#            <siteModel gammaCategoryCount="6" id="SiteModel.s:uniprotOMP_muscle" shape="@gammaShape.s:uniprotOMP_muscle" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:uniprotOMP_muscle" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:uniprotOMP_muscle" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:uniprotOMP_muscle" spec="beast.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:uniprotOMP_muscle" spec="beast.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:uniprotOMP_muscle" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	YuleModel	birthRate	gammaShape
137000	-118537.899454807	-118439.24398510889	-98.65546969812483	-118439.24398510889	3.7858828562476865	-93.70103450000447	1.0719569373772373	3.882478260743134
138000	-118541.08465173654	-118442.80718208133	-98.27746965520295	-118442.80718208133	3.9786436862216568	-93.14999115801011	1.2450002364497073	3.882478260743134
139000	-118549.46518160451	-118448.65129242257	-100.81388918193919	-118448.65129242257	3.9368668397986837	-95.75915328391	1.172257637286063	3.882478260743134
140000	-118543.41402870003	-118446.19331667574	-97.22071202430307	-118446.19331667574	3.82664412766408	-92.01522678763851	1.3230069759214347	3.882478260743134
141000	-118537.47889690383	-118437.60323636483	-99.87566053901222	-118437.60323636483	3.78250602689939	-94.6346853774677	1.3584969008013792	3.882478260743134
142000	-118538.60522821796	-118438.49075271701	-100.11447550095073	-118438.49075271701	4.221758221999818	-95.36887704737391	1.174066321457998	3.571532132118823
143000	-118539.02259182029	-118441.37740008094	-97.64519173936134	-118441.37740008094	3.9908294717955513	-92.91025974337285	1.1752139363263134	3.559718059662177
144000	-118545.93913690656	-118447.53408286194	-98.40505404461805	-118447.53408286194	4.13098973091525	-93.66470178575268	1.1806341992031992	3.559718059662177
145000	-118554.93491394735	-118456.11963785763	-98.81527608972593	-118456.11963785763	3.9957860788340347	-93.9884065664588	1.2671514636049395	3.559718059662177
146000	-118541.84879729764	-118442.52545258857	-99.32334470907443	-118442.52545258857	3.846180531064045	-94.63930279909306	1.124323850319207	3.559718059662177
147000	-118546.34678795224	-118443.62509366183	-102.72169429041104	-118443.62509366183	4.077596699392826	-97.73073697978437	1.4312392509644905	3.559718059662177
148000	-118549.25352267124	-118450.44296727229	-98.81055539894864	-118450.44296727229	4.1997283378369294	-93.89241232295083	1.2114629397236258	3.706680136274173
149000	-118542.42508313752	-118447.76511841905	-94.65996471848099	-118447.76511841905	3.802507998249617	-89.65416045133742	1.2991241308693948	3.706680136274173
150000	-118541.05762400887	-118442.70081553681	-98.35680847205992	-118442.70081553681	4.076222015689896	-93.41186585271446	1.2382624830712987	3.706680136274173
151000	-118539.23708421642	-118439.17116314234	-100.06592107408866	-118439.17116314234	4.089543558408434	-95.18121717985683	1.1780237579576591	3.706680136274173
152000	-118559.33252393991	-118456.9189710383	-102.41355290160081	-118456.9189710383	4.1489431174853335	-97.16244478246594	1.5444279828606957	3.706680136274173
153000	-118536.09279851758	-118439.86016459514	-96.2326339224353	-118439.86016459514	3.9455138780090775	-91.2852766811067	1.2406771050544307	3.706680136274173
154000	-118550.11169031716	-118446.1539938053	-103.95769651185998	-118446.1539938053	3.971207301080754	-99.64583276194084	1.1496316206718242	3.1622321292473208
155000	-118548.52210260283	-118444.51635922112	-104.00574338171275	-118444.51635922112	4.222430541129527	-98.99708828877974	1.2998404306626172	3.7088146622703935
156000	-118550.55783925395	-118451.6750370206	-98.88280223334284	-118451.6750370206	3.899358243146431	-93.9266767369419	1.2473108341305497	3.7088146622703935
157000	-118550.48171944296	-118450.93832194566	-99.5433974972982	-118450.93832194566	3.9222440741397366	-94.66853208595268	1.1660507490751326	3.7088146622703935
158000	-118546.02079203246	-118446.93221114928	-99.08858088317565	-118446.93221114928	3.810351261719864	-94.26221732030234	1.1175489006029087	3.7088146622703935
159000	-118561.48383530467	-118461.71480443813	-99.76903086653287	-118461.71480443813	3.945615149353973	-94.60869740784145	1.4515187964210294	3.7088146622703935
160000	-118555.62520918949	-118455.61197306612	-100.0132361233767	-118455.61197306612	4.02671983949262	-95.23707670433893	1.067344756767373	3.7088146622703935
161000	-118553.288569306	-118450.89696874286	-102.39160056313504	-118450.89696874286	4.209247286729638	-97.50188536175068	1.180900539113961	3.7088146622703935
162000	-118572.78092464562	-118467.81854625678	-104.96237838883961	-118467.81854625678	4.225645263347532	-99.9657929305383	1.2877707960309164	3.7088146622703935
163000	-118550.09851868167	-118450.33511188129	-99.76340680038354	-118450.33511188129	4.041055985355929	-94.81696345405257	1.2376286840605637	3.7088146622703935
164000	-118582.13837781295	-118481.08267181864	-101.0557059943022	-118481.08267181864	4.087430659124061	-95.9133263600881	1.1098900153964006	4.0324896188176895
165000	-118566.06258853109	-118468.84054982569	-97.22203870539376	-118468.84054982569	3.7112912750421216	-91.95160191990959	1.237947166666467	4.0324896188176895
166000	-118550.76066340506	-118454.48026454425	-96.28039886080587	-118454.48026454425	3.801831149507602	-91.04328008948399	1.2046291525041928	4.0324896188176895
167000	-118549.86021023605	-118450.68075284731	-99.17945738872453	-118450.68075284731	3.8748618286490344	-94.04378416457664	1.1031836053301975	4.0324896188176895
168000	-118562.57539988015	-118463.84058892506	-98.73481095508937	-118463.84058892506	3.9169983306553013	-93.30464608790454	1.397675248367137	4.0324896188176895
169000	-118557.59828175094	-118457.67172763834	-99.9265541125996	-118457.67172763834	3.99011890563001	-94.60108509189072	1.2929794018911887	4.0324896188176895
170000	-118560.69541081318	-118461.7332107528	-98.962200060368	-118461.7332107528	3.9756571008106243	-93.98185048343676	1.2657772847140498	3.7145722922172006
171000	-118558.96225335625	-118455.77107730735	-103.19117604890664	-118455.77107730735	4.207118431088438	-98.52248829285298	1.082508526050451	3.586179230003206
172000	-118549.49740297436	-118450.26908098717	-99.22832198718362	-118450.26908098717	4.010051565106203	-94.4203029942135	1.2218397629669142	3.586179230003206
173000	-118552.0708786615	-118450.50502383764	-101.56585482385569	-118450.50502383764	4.115951543887444	-96.7230446564572	1.2290365984905105	3.613773568907974
174000	-118543.78085813903	-118441.63229204164	-102.1485660973877	-118441.63229204164	3.98373314019408	-97.17557673790976	1.3592157905699593	3.613773568907974
175000	-118541.79167326335	-118442.99584657664	-98.79582668671017	-118442.99584657664	3.7824895810529418	-93.55750975484405	1.3553366425245175	3.882980289341604
176000	-118540.60496226481	-118439.2112154641	-101.39374680071192	-118439.2112154641	4.084090064315571	-96.23371459070071	1.2770519206696136	3.882980289341604
177000	-118554.73248281548	-118448.7583163435	-105.97416647197375	-118448.7583163435	4.133754444877502	-101.17007780434645	1.1267902121128162	3.6772984555144803
178000	-118544.25073160788	-118444.6096861604	-99.6410454474818	-118444.6096861604	3.7935285642413286	-94.63514894899355	1.3285980429737847	3.6772984555144803
179000	-118544.39876935825	-118444.01792585666	-100.38084350157982	-118444.01792585666	3.9835024287742384	-95.5573095290329	1.1462355170324403	3.6772984555144803
180000	-118560.06265306094	-118458.92729983144	-101.1353532294979	-118458.92729983144	3.8958611062115955	-96.36751216017052	1.0905426138129057	3.6772984555144803
181000	-118556.91273966923	-118451.81569005812	-105.0970496111092	-118451.81569005812	4.073603681452417	-100.34737370266745	1.0723774529272632	3.6772984555144803
182000	-118548.97261204218	-118444.53226815013	-104.44034389205211	-118444.53226815013	4.0686272659445795	-99.69265029721119	1.0703951393264568	3.6772984555144803
183000	-118538.1647192688	-118435.44799371157	-102.71672555723417	-118435.44799371157	4.106950399434687	-97.68292421788865	1.3565028838310378	3.6772984555144803
184000	-118550.86626281936	-118449.88583422737	-100.9804285919807	-118449.88583422737	4.054493544864273	-96.41357801285015	1.0444687466313844	3.5223818324991574
185000	-118552.83244829274	-118454.81040600565	-98.02204228709185	-118454.81040600565	3.935583606933746	-93.3997044893205	1.2269850654169774	3.3953527323543637
186000	-118558.93393379968	-118453.9535011044	-104.98043269527467	-118453.9535011044	4.236830483377657	-100.405789382787	1.1792905801333013	3.3953527323543637
187000	-118547.13117925837	-118444.93166304601	-102.19951621235961	-118444.93166304601	3.8821679341805395	-97.61086240570711	1.1933010742981398	3.3953527323543637
188000	-118536.95044954983	-118437.90577205943	-99.04467749040211	-118437.90577205943	3.795025739289966	-93.59205893859288	1.3908008958212634	4.0618176559879675
189000	-118540.67349035172	-118446.20732059577	-94.46616975594816	-118446.20732059577	3.7232570734631887	-88.77460964217633	1.564924275049387	4.12663583872243
190000	-118539.79712263243	-118445.7269670233	-94.07015560912753	-118445.7269670233	3.7985585007877254	-88.54286477774133	1.4006549926637613	4.12663583872243
191000	-118549.54134935897	-118451.17396733564	-98.36738202334377	-118451.17396733564	3.7355647726749344	-93.14225206516348	1.0984941194578524	4.12663583872243
192000	-118548.04837022285	-118452.19856554887	-95.84980467398223	-118452.19856554887	3.646954303793181	-90.40858688700581	1.314581948253991	4.12663583872243
193000	-118550.32425370747	-118451.21095313678	-99.11330057068962	-118451.21095313678	3.6215375481867076	-93.96473651167116	1.0219282202960145	4.12663583872243
194000	-118550.8266226698	-118449.55555865388	-101.27106401591897	-118449.55555865388	3.9292569099796255	-95.84294719470871	1.3014809824878208	4.12663583872243
195000	-118532.46761457746	-118437.17778990927	-95.28982466818023	-118437.17778990927	3.64647680773609	-89.96624821844537	1.2169606671321251	4.106615782602729
196000	-118530.67286616462	-118432.35241920227	-98.32044696234225	-118432.35241920227	3.722487538343357	-93.07628237876341	1.1375488009761	4.106615782602729
197000	-118540.4459481804	-118444.85141857938	-95.59452960101318	-118444.85141857938	3.720235087432458	-90.37853918929582	1.1758455404779957	4.040144871239364
198000	-118539.83247719638	-118442.4612772133	-97.37119998307885	-118442.4612772133	3.9190631529435485	-92.0626516669964	1.2684034448430914	4.040144871239364
199000	-118542.00100433009	-118446.09328149748	-95.90772283260165	-118446.09328149748	3.8209616361590424	-90.61263109376789	1.2549468675944015	4.040144871239364
200000	-118548.29110805463	-118448.83452502394	-99.45658303068993	-118448.83452502394	3.9295602513928456	-94.12617648201051	1.2902616774400553	4.040144871239364
201000	-118539.01851711565	-118440.0376429229	-98.98087419273521	-118440.0376429229	3.948299470955213	-94.23689343572869	1.1087400506476115	3.6352407063589136
202000	-118539.56325398883	-118440.60484282166	-98.95841116716475	-118440.60484282166	3.9448502192761468	-94.00409561788346	1.3190748429223815	3.6352407063589136
203000	-118552.74887462189	-118451.64429442764	-101.10458019424968	-118451.64429442764	3.885568064282954	-96.30370623308491	1.1656332548058568	3.6352407063589136
204000	-118553.46200665938	-118453.67718624824	-99.78482041113085	-118453.67718624824	3.8627867437412524	-94.86770293444496	1.2818767703269707	3.6352407063589136
205000	-118553.86567949544	-118450.73953512002	-103.12614437541266	-118450.73953512002	3.742578118443678	-98.46542114018865	1.0254825288650928	3.6352407063589136
206000	-118545.4052630888	-118442.62254531411	-102.78271777469757	-118442.62254531411	4.14522967991405	-97.81717099850448	1.364849577326055	3.600697198867033
207000	-118550.04096288561	-118448.57069437174	-101.47026851387218	-118448.57069437174	3.8997479529056496	-96.63737038265094	1.2322009323541967	3.600697198867033
208000	-118542.07939887175	-118441.5294865802	-100.54991229154591	-118441.5294865802	3.806020872164016	-95.50058820833894	1.4037773431003395	3.6455467401066186
209000	-118543.17881543213	-118446.7001625301	-96.47865290201834	-118446.7001625301	3.8309256034936396	-91.52993800538164	1.3031681565300837	3.6455467401066186
210000	-118538.78321744702	-118436.7104108413	-102.07280660571953	-118436.7104108413	4.028401526901927	-97.29514722622983	1.070832952065476	3.706826427424236
211000	-118547.34348165432	-118445.20373130328	-102.1397503510407	-118445.20373130328	3.999212559554477	-97.29433841223343	1.1385855113830385	3.706826427424236
212000	-118551.70495769528	-118448.3848819565	-103.32007573878822	-118448.3848819565	4.152223009446762	-98.01048604178928	1.459527172608495	3.8500625243904487
213000	-118549.25395425057	-118447.13849720304	-102.11545704752913	-118447.13849720304	4.008913901618562	-97.24259787226529	1.0227966508733857	3.8500625243904487
214000	-118557.57243340081	-118461.3155723885	-96.25686101231553	-118461.3155723885	3.7363638195508178	-91.21372865000076	1.193069837924308	3.8500625243904487
215000	-118546.86839210578	-118446.32170153482	-100.54669057096552	-118446.32170153482	3.770164976951601	-95.56816087511072	1.1284671714643566	3.8500625243904487
216000	-118554.64864468451	-118453.45522112568	-101.19342355882176	-118453.45522112568	3.96225923055767	-96.01474470849878	1.3286163259325359	3.8500625243904487
217000	-118556.69237492392	-118452.80196173629	-103.89041318763473	-118452.80196173629	3.9550380929411193	-99.45159296036653	1.094736789546361	3.3440834377218427
218000	-118564.95063669246	-118461.03805391974	-103.91258277272051	-118461.03805391974	3.9907485786558987	-99.21474628572571	1.3537530492729473	3.3440834377218427
219000	-118554.10143001477	-118448.40806235772	-105.69336765705043	-118448.40806235772	4.092682620080448	-101.05961787698952	1.289666342339065	3.3440834377218427
220000	-118559.22955645858	-118453.11074780449	-106.11880865408651	-118453.11074780449	4.2637892608917225	-101.66960696305401	1.105118253310656	3.3440834377218427
221000	-118549.2637879127	-118447.93326271794	-101.33052519475395	-118447.93326271794	4.208692709166449	-96.88894969557288	1.0974920614592147	3.3440834377218427
222000	-118550.39174014538	-118450.16118742799	-100.23055271738812	-118450.16118742799	4.1748207197948375	-95.78519643121673	1.02290811842556	3.4224481677458276
223000	-118539.52253542238	-118441.24558181691	-98.27695360547072	-118441.24558181691	3.858262835440929	-93.67976865555856	1.1747367821663321	3.4224481677458276
224000	-118537.80950100259	-118438.96260880653	-98.84689219605255	-118438.96260880653	4.031958735645589	-94.10940416381408	1.3122927157611153	3.425195316477356
225000	-118554.69490112668	-118451.32965692431	-103.36524420237599	-118451.32965692431	3.905710265348581	-98.60507831623116	1.3349705696674716	3.425195316477356
226000	-118555.20042735357	-118453.00509845464	-102.19532889892682	-118453.00509845464	4.020714617438315	-97.67775492822174	1.120303369397839	3.3972706013072305
227000	-118545.0810044779	-118445.3418076689	-99.73919680900815	-118445.3418076689	4.003032400833936	-94.87465237190638	1.08647411270166	3.778070324400109
228000	-118545.22600981814	-118443.20228545072	-102.02372436742358	-118443.20228545072	4.09517596605013	-96.90882759612713	1.3368264468963502	3.778070324400109
229000	-118536.91527761355	-118439.74636489754	-97.16891271600404	-118439.74636489754	3.8943673234841305	-92.09497613236894	1.2958662592349959	3.778070324400109
230000	-118533.21532288817	-118435.19668454622	-98.0186383419498	-118435.19668454622	3.806680113698089	-93.01921766198288	1.221350355566815	3.778070324400109
231000	-118549.29282119698	-118448.64164460667	-100.65117659030734	-118448.64164460667	3.907743945453406	-95.54323611164425	1.329870154262986	3.778070324400109
232000	-118558.88911906954	-118461.2665562224	-97.62256284714552	-118461.2665562224	3.9017156389093843	-92.6387868568121	1.2057056659333056	3.778070324400109
233000	-118560.83455487802	-118460.36647552821	-100.46807934981017	-118460.36647552821	3.9778165585690823	-95.40131574202564	1.2886932833844211	3.778070324400109
234000	-118549.73997752949	-118449.0201735456	-100.71980398388557	-118449.0201735456	4.014137309040006	-95.87095267117209	1.070780988313369	3.778070324400109
235000	-118542.78072373189	-118444.1580026452	-98.62272108669046	-118444.1580026452	3.9113021909747863	-93.53901775252154	1.3056330097688085	3.778070324400109
236000	-118544.49890200749	-118444.91101953386	-99.58788247362463	-118444.91101953386	3.878867755115127	-94.5227409436715	1.28707120555303	3.778070324400109
237000	-118535.59485629313	-118436.96242350584	-98.63243278728254	-118436.96242350584	3.889978592575744	-93.65952118019102	1.1948412826914088	3.778070324400109
238000	-118537.14014291458	-118437.18254267446	-99.95760024011523	-118437.18254267446	4.170472934656531	-95.13828119913107	1.2537675717686387	3.565551469215514
239000	-118541.13198379925	-118437.8999536921	-103.23203010714938	-118437.8999536921	4.164573921772389	-98.44972074205384	1.2167578958800267	3.565551469215514
240000	-118546.74725926932	-118449.86471476135	-96.88254450796674	-118449.86471476135	4.0223021019625635	-91.44553180449877	1.1732202987014364	4.2637924047665345
241000	-118533.66731459196	-118436.20256648096	-97.46474811099856	-118436.20256648096	3.670528157626999	-91.85733913553624	1.3436165706957917	4.2637924047665345
242000	-118539.45717364596	-118440.17443704244	-99.28273660352468	-118440.17443704244	3.865005248484886	-94.31950880080059	1.4223459397447094	3.5408818629793815
243000	-118550.217578879	-118449.74701725779	-100.47056162122236	-118449.74701725779	3.9365150964946936	-95.84031873969371	1.0893610185492715	3.5408818629793815
244000	-118537.70110200679	-118437.67117087393	-100.02993113285922	-118437.67117087393	4.076463863172338	-95.35908381571414	1.1299654541657005	3.5408818629793815
245000	-118536.47301033001	-118441.85581774262	-94.61719258738718	-118441.85581774262	3.6986016169244094	-89.81174355503114	1.0907492528532006	3.714699779502838
246000	-118541.57199079043	-118442.85050256936	-98.7214882210613	-118442.85050256936	3.929322516207153	-93.81292862854009	1.1938598130183824	3.714699779502838
247000	-118547.63831288679	-118449.76751551204	-97.87079737474953	-118449.76751551204	3.6268657677444947	-92.7077012043819	1.4483963908647925	3.714699779502838
248000	-118546.40918303766	-118450.67361138055	-95.73557165710214	-118450.67361138055	4.016217153405276	-90.25896324288188	1.285217567583082	4.191390846637194
249000	-118541.03017039377	-118444.54466181729	-96.48550857648533	-118444.54466181729	3.839287316026606	-90.99187042222611	1.302247307622025	4.191390846637194
250000	-118560.94787638386	-118465.06804588747	-95.87983049639166	-118465.06804588747	4.046407626538816	-90.59690674144247	1.1954964265224628	4.08742732842673
251000	-118548.12525364675	-118456.28059234572	-91.84466130102666	-118456.28059234572	3.8705718429205693	-86.4919347506156	1.265299221984329	4.08742732842673
252000	-118541.1326914172	-118446.73906914335	-94.39362227384626	-118446.73906914335	4.018351953361498	-88.928377271532	1.3778176738875356	4.08742732842673
253000	-118536.93526275446	-118436.37955798674	-100.55570476771382	-118436.37955798674	4.115967312843214	-95.30532058205024	1.1629568572368432	4.08742732842673
254000	-118546.52317297543	-118444.93037745741	-101.59279551802746	-118444.93037745741	4.078480330982106	-96.28075718410719	1.2246110054935453	4.08742732842673
255000	-118556.59711013109	-118459.06482610156	-97.53228402953184	-118459.06482610156	4.018330889981852	-92.21670750058479	1.2281492005203225	4.08742732842673
256000	-118559.2793766341	-118455.34880988758	-103.93056674651812	-118455.34880988758	4.297770838280822	-98.5358331837307	1.3073062343606956	4.08742732842673
257000	-118556.5208562613	-118458.13503329916	-98.38582296213765	-118458.13503329916	3.80421592096706	-93.03463135730793	1.2637642764029962	4.08742732842673
258000	-118544.24896345042	-118446.14083140495	-98.10813204546281	-118446.14083140495	3.7050909612138763	-92.5991701342715	1.4215345827645811	4.08742732842673
259000	-118561.47434727082	-118464.27262125837	-97.20172601245585	-118464.27262125837	3.7127007073305576	-91.9588142401883	1.1554844438408214	4.08742732842673
260000	-118567.6266145849	-118464.96671710242	-102.65989748247017	-118464.96671710242	3.833397075855905	-97.5240514913404	1.0484186627030365	4.08742732842673
261000	-118561.14482441446	-118462.47413807247	-98.670686341981	-118462.47413807247	3.861411140133793	-93.20386424503295	1.312749432335761	4.154072664612284
262000	-118555.66429530077	-118455.93217954326	-99.7321157575046	-118455.93217954326	3.7670991172772768	-94.28457318899187	1.2934699039004407	4.154072664612284
263000	-118555.99364487543	-118456.8568900354	-99.13675484002383	-118456.8568900354	3.8277414501189897	-93.7181850085177	1.2644971668938512	4.154072664612284
264000	-118555.52624974621	-118456.82508334739	-98.7011663988237	-118456.82508334739	3.7675721661271893	-93.35564228211052	1.1914514521008863	4.154072664612284
265000	-118543.74959319086	-118445.30927707923	-98.44031611162984	-118445.30927707923	3.9162540846855416	-92.99053519643637	1.2957082505811905	4.154072664612284
266000	-118555.0975589658	-118454.42224942523	-100.67530954056855	-118454.42224942523	4.0814167515177395	-95.32137715259593	1.1998597233603399	4.154072664612284
267000	-118551.93450414506	-118453.52436584803	-98.41013829702814	-118453.52436584803	3.7375868880275043	-93.17904294980372	1.0770226826121423	4.154072664612284
268000	-118553.4866636859	-118452.6545796525	-100.83208403339138	-118452.6545796525	3.753561040088528	-95.10740086513293	1.5706105036461715	4.154072664612284
269000	-118554.0883490746	-118454.32164924426	-99.76669983034519	-118454.32164924426	3.9332795760713664	-94.13889256533108	1.4737346004018312	4.154072664612284
270000	-118558.21790812345	-118455.28990723267	-102.928000890783	-118455.28990723267	3.706463517484123	-97.60413197850463	1.1697962476660881	4.154072664612284
271000	-118542.59144467882	-118445.75865411392	-96.83279056491197	-118445.75865411392	3.546145461505046	-91.55376523422892	1.1881144003391066	4.090910930343954
272000	-118546.33431932547	-118444.22728182431	-102.10703750116755	-118444.22728182431	4.148681875599822	-96.85937570789702	1.1567508629265812	4.090910930343954
273000	-118545.54025676778	-118444.34973269352	-101.19052407425983	-118444.34973269352	4.071957190705211	-96.03486792741278	1.0647452165031002	4.090910930343954
274000	-118545.27378837277	-118442.6068182594	-102.66697011335906	-118442.6068182594	3.968099580882546	-97.26433200622058	1.3117271767945164	4.090910930343954
275000	-118547.9358892463	-118447.63101283312	-100.30487641317546	-118447.63101283312	3.8889436041027636	-95.06440198437657	1.1495634984549448	4.090910930343954
276000	-118557.28064840042	-118454.64798498139	-102.6326634190288	-118454.64798498139	4.037424848208974	-97.41725617368415	1.1244963150006984	4.090910930343954
277000	-118548.95343704562	-118450.81564903156	-98.13778801406662	-118450.81564903156	4.1099545771228465	-92.75810819406239	1.2887688896602782	4.090910930343954
278000	-118542.85759526292	-118445.934463923	-96.92313133992386	-118445.934463923	3.8281466953559717	-91.35820743646961	1.4740129731102953	4.090910930343954
279000	-118542.76954063197	-118447.35999712106	-95.4095435109042	-118447.35999712106	3.8571508202675204	-90.52772844189474	1.1161497268212857	3.7656653421881696
